Provider ID,City,Store name,Address,Latitude,Longitude,Manual_radius_km,Est_CPO_EUR
1042657,Kyiv,"ФОРА Столичне шосе, 1","Київ, Столичне шосе, 1",50.393072,30.557824,1.3,1.94
712673,Kyiv,"ФОРА вул. Йорданська, 10","Київ, вул. Йорданська, 10",50.493361,30.510853,2.1,2.06
322682,Kyiv,"ФОРА вул. Князя Мономаха, 31","Київ, вул. Князя Мономаха, 31",50.469468,30.485904,1.5,1.97
502675,Kyiv,"ФОРА просп. Оболонський, 26","Київ, просп. Оболонський, 26",50.513282,30.499645,1.8,2.02
292687,Kyiv,"ФОРА вул. Олеся, 8/17","Київ, вул. Олеся, 8/17",50.503553,30.410744,1.9,2.03
772682,Kyiv,"ФОРА вул. Амосова, 67","Софіївська Борщагівка, вул. Амосова, 67",50.395956,30.389551,1.4,1.95
652686,Kyiv,"ФОРА вул. Брайчевського, 13","Київ, вул. Брайчевського, 13",50.449401,30.446593,1.3,1.94
382681,Kyiv,"ФОРА вул. Зодчих, 62","Київ, вул. Зодчих, 62",50.432177,30.362651,1.3,1.94
622701,Kyiv,"ФОРА просп. Миру, 4","Київ, просп. Миру, 4",50.443404,30.622747,1.3,1.94
592690,Kyiv,"ФОРА вул. Кибальчича, 23","Київ, вул. Кибальчича, 23",50.493487,30.604824,1.4,1.95
622702,Kyiv,"ФОРА просп. Воскресенський, 32","Київ, просп. Воскресенський, 32",50.482842,30.594295,1.4,1.95
502676,Kyiv,"ФОРА вул. Теліги, 31/1","Київ, вул. Теліги, 31/1",50.477433,30.449826,1.3,1.94
562673,Kyiv,"ФОРА вул. Преображенська, 7","Київ, вул. Преображенська, 7",50.425344,30.472381,1.4,1.95
802683,Kyiv,"ФОРА вул. Крушельницької, 1","Нове, вул. Крушельницької, 1",50.320939,30.312411,1.3,1.94
622703,Kyiv,"ФОРА вул. Воскресенська, 2В","Київ, вул. Воскресенська, 2В",50.466359,30.601405,1.3,1.94
952673,Kyiv,"ФОРА вул. Вишняківська, 17","Київ, вул. Вишняківська, 17",50.394378,30.643851,1.3,1.94
622704,Kyiv,"ФОРА вул. Маланюка, 101","Київ, вул. Маланюка, 101",50.460723,30.584292,1.3,1.94
592691,Kyiv,"ФОРА Столичне шосе, 1 П10","Київ, Столичне шосе, 1 П10",50.39319,30.557572,1.3,1.94
862683,Kyiv,"ФОРА вул. Житня, 12","Софіївська Борщагівка, вул. Житня, 12",50.401255,30.38323,1.4,1.95
712674,Kyiv,"ФОРА вул. Солов'яненка, 7","Київ, вул. Солов'яненка, 7",50.463388,30.618756,1.3,1.94
772683,Kyiv,"ФОРА вул. Чорних Запорожців, 21","Київ, вул. Чорних Запорожців, 21",50.480223,30.60539,1.3,1.94
892681,Kyiv,"ФОРА вул. Райдужна, 67","Київ, вул. Райдужна, 67",50.476332,30.590317,1.4,1.95
532675,Kyiv,"ФОРА вул. Світлицького, 23","Київ, вул. Світлицького, 23",50.511744,30.431383,1.3,1.94
382683,Kyiv,"ФОРА пров. Балтійський, 3А","Київ, пров. Балтійський, 3А",50.498676,30.466995,2.1,2.06
682672,Kyiv,"ФОРА вул. Княжий Затон, 2/30","Київ, вул. Княжий Затон, 2/30",50.404846,30.629522,1.7,2.00
322683,Kyiv,"ФОРА бульв. Приозерний, 6","Гатне, бульв. Приозерний, 6",50.359831,30.414303,2.3,2.10
952674,Kyiv,"ФОРА вул. Ново-Дарницька, 27","Київ, вул. Ново-Дарницька, 27",50.427922,30.662498,1.5,1.97
682673,Kyiv,"ФОРА бульв. Вірського, 37","Київ, бульв. Вірського, 37",50.468806,30.414278,1.4,1.95
352677,Kyiv,"ФОРА вул. Заболотного, 1-А","Київ, вул. Заболотного, 1-А",50.370245,30.461251,2.0,2.05
472667,Kyiv,"ФОРА вул. Тростянецька, 4/2","Київ, вул. Тростянецька, 4/2",50.414722,30.649094,1.9,2.03
292688,Kyiv,"ФОРА просп. Повітряних Сил, 56-Б","Київ, просп. Повітряних Сил, 56-Б",50.423289,30.455239,1.5,1.97
832683,Kyiv,"ФОРА бульв. Дарницький, 23","Київ, бульв. Дарницький, 23",50.463649,30.609801,1.3,1.94
382684,Kyiv,"ФОРА вул. Чибінєєвих Братів, 8-А","Київ, вул. Чибінєєвих Братів, 8-А",50.404018,30.673542,1.9,2.03
532676,Kyiv,"ФОРА вул. Трускавецька, 8","Київ, вул. Трускавецька, 8",50.402703,30.610517,2.1,2.06
502677,Kyiv,"ФОРА вул. Дмитрівська, 96-98","Київ, вул. Дмитрівська, 96-98",50.456201,30.487426,1.4,1.95
1012689,Kyiv,"ФОРА вул. Єфремова, 23","Київ, вул. Єфремова, 23",50.463587,30.342302,1.4,1.95
1012690,Kyiv,"ФОРА вул. Ревуцького, 52","Київ, вул. Ревуцького, 52",50.392853,30.652882,1.7,2.00
382685,Kyiv,"ФОРА вул. Гоголя, 50-Б","Боярка, вул. Гоголя, 50-Б",50.335727,30.283655,1.4,1.95
952675,Kyiv,"ФОРА вул. Чубинського, 8-А","Софіївська Борщагівка, вул. Чубинського, 8-А",50.401198,30.36395,1.4,1.95
412680,Kyiv,"ФОРА вул. Володимирська, 1","Крюківщина, вул. Володимирська, 1",50.365079,30.355971,1.4,1.95
